condition,outcome,model_id,n_contributors,n_nonmissing,n_missing,mean,median,sd,mad,min,max,range,scale_width,sd_per_scale,mad_per_scale,range_per_scale
Interview Prof. Sebille,policy_general,claude-haiku-4-5,2,2,0,4.65,4.65,1.2020815280171309,1.26021,3.8,5.5,1.7000000000000002,100,0.012020815280171309,0.0126021,0.017
Measurement & modeling (1),trust_multidimensional,gemini-3.1-pro-preview,2,2,0,2.65,2.65,1.2020815280171306,1.2602099999999998,1.8,3.5,1.7,100,0.012020815280171307,0.012602099999999998,0.017
Oil industry misinformation,concern_mean,gemini-2.5-flash-lite,2,2,0,1.65,1.65,1.2020815280171306,1.2602099999999998,0.8,2.5,1.7,100,0.012020815280171307,0.012602099999999998,0.017
Scientist community helpers,funding_perceptions,gemini-2.5-pro,2,2,0,2.65,2.65,1.2020815280171306,1.2602099999999998,1.8,3.5,1.7,100,0.012020815280171307,0.012602099999999998,0.017
Social justice,belief_post,gemini-2.5-flash-lite,2,2,0,1.15,1.15,1.2020815280171309,1.2602099999999998,0.3,2,1.7,100,0.012020815280171309,0.012602099999999998,0.017
Model accuracy,donation_ams,claude-haiku-4-5,2,2,0,0.265,0.265,0.12020815280171307,0.126021,0.18,0.35,0.16999999999999998,10,0.012020815280171307,0.0126021,0.016999999999999998
Portrait Prof. Cherry,donation_ams,claude-haiku-4-5,2,2,0,0.265,0.265,0.12020815280171307,0.126021,0.18,0.35,0.16999999999999998,10,0.012020815280171307,0.0126021,0.016999999999999998
Social justice,belief_post,claude-haiku-4-5,2,2,0,2.95,2.95,1.2020815280171306,1.2602099999999998,2.1,3.8,1.6999999999999997,100,0.012020815280171307,0.012602099999999998,0.016999999999999998
Portrait Prof. Cherry,trust_multidimensional,claude-haiku-4-5,2,2,0,5.6,5.6,1.1313708498984765,1.1860800000000002,4.8,6.4,1.6000000000000005,100,0.011313708498984765,0.011860800000000003,0.016000000000000004
Consensus,policy_role_mean,claude-haiku-4-5,2,2,0,3.7,3.7,1.1313708498984762,1.18608,2.9,4.5,1.6,100,0.011313708498984762,0.0118608,0.016
Consensus,policy_specific_mean,gemini-2.5-pro,2,2,0,2,2,1.131370849898476,1.1860799999999998,1.2,2.8,1.5999999999999999,100,0.01131370849898476,0.011860799999999998,0.016
Oil industry misinformation,trust_multidimensional,gemini-3.1-flash-lite,2,2,0,3.7,3.7,1.1313708498984762,1.18608,2.9,4.5,1.6,100,0.011313708498984762,0.0118608,0.016
Portrait Prof. Cherry,trust_multidimensional,claude-opus-4-6,2,2,0,1.4000000000000001,1.4000000000000001,1.1313708498984762,1.18608,0.6,2.2,1.6,100,0.011313708498984762,0.0118608,0.016
High public trust,inst_trust_mean,claude-haiku-4-5,2,2,0,5,5,1.1313708498984758,1.1860799999999996,4.2,5.8,1.5999999999999996,100,0.011313708498984758,0.011860799999999996,0.015999999999999997
Interview Prof. Maraun,inst_trust_mean,claude-haiku-4-5,2,2,0,5,5,1.1313708498984758,1.1860799999999996,4.2,5.8,1.5999999999999996,100,0.011313708498984758,0.011860799999999996,0.015999999999999997
Measurement & modeling (2),policy_role_mean,claude-haiku-4-5,2,2,0,5,5,1.1313708498984758,1.1860799999999996,4.2,5.8,1.5999999999999996,100,0.011313708498984758,0.011860799999999996,0.015999999999999997
Model accuracy,trust_post,claude-haiku-4-5,2,2,0,5.3,5.3,1.1313708498984758,1.1860799999999996,4.5,6.1,1.5999999999999996,100,0.011313708498984758,0.011860799999999996,0.015999999999999997
Oil industry misinformation,concern_mean,gemini-3.1-flash-lite,2,2,0,3,3,1.1313708498984758,1.1860799999999996,2.2,3.8,1.5999999999999996,100,0.011313708498984758,0.011860799999999996,0.015999999999999997
Portrait Prof. Cherry,policy_role_mean,claude-haiku-4-5,2,2,0,5,5,1.1313708498984758,1.1860799999999996,4.2,5.8,1.5999999999999996,100,0.011313708498984758,0.011860799999999996,0.015999999999999997
Interview Prof. Maraun,trust_post,claude-opus-4-6,2,2,0,1.4500000000000002,1.4500000000000002,1.0606601717798214,1.11195,0.7,2.2,1.5000000000000002,100,0.010606601717798213,0.0111195,0.015000000000000003
Oil industry misinformation,donation_ams,gemini-3.1-flash-lite,2,2,0,0.325,0.325,0.10606601717798214,0.11119500000000002,0.25,0.4,0.15000000000000002,10,0.010606601717798213,0.011119500000000001,0.015000000000000003
Peer-review,trust_multidimensional,claude-opus-4-6,2,2,0,1.4500000000000002,1.4500000000000002,1.0606601717798214,1.11195,0.7,2.2,1.5000000000000002,100,0.010606601717798213,0.0111195,0.015000000000000003
Social justice,donation_ams,gemini-2.5-flash-lite,2,2,0,0.125,0.125,0.10606601717798214,0.11119500000000002,0.05,0.2,0.15000000000000002,10,0.010606601717798213,0.011119500000000001,0.015000000000000003
Consensus,distrust_post,gemini-2.5-pro,2,2,0,-4.25,-4.25,1.0606601717798212,1.11195,-5,-3.5,1.5,100,0.010606601717798212,0.0111195,0.015
Consensus,policy_role_mean,gemini-2.5-pro,2,2,0,3.25,3.25,1.0606601717798212,1.11195,2.5,4,1.5,100,0.010606601717798212,0.0111195,0.015
Consensus,trust_post,gemini-2.5-pro,2,2,0,4.25,4.25,1.0606601717798212,1.11195,3.5,5,1.5,100,0.010606601717798212,0.0111195,0.015
Extreme weather predictions,trust_multidimensional,gemini-2.5-pro,2,2,0,3.75,3.75,1.0606601717798212,1.11195,3,4.5,1.5,100,0.010606601717798212,0.0111195,0.015
Interview Prof. Sebille,policy_role_mean,claude-opus-4-6,2,2,0,1.75,1.75,1.0606601717798212,1.11195,1,2.5,1.5,100,0.010606601717798212,0.0111195,0.015
Interview Prof. Sebille,policy_role_mean,gemini-3.1-flash-lite,2,2,0,1.35,1.35,1.0606601717798214,1.11195,0.6,2.1,1.5,100,0.010606601717798213,0.0111195,0.015
Measurement & modeling (1),trust_multidimensional,claude-opus-4-6,2,2,0,2.25,2.25,1.0606601717798212,1.11195,1.5,3,1.5,100,0.010606601717798212,0.0111195,0.015
Model accuracy,distrust_post,gemini-2.5-pro,2,2,0,-3.75,-3.75,1.0606601717798212,1.11195,-4.5,-3,1.5,100,0.010606601717798212,0.0111195,0.015
Model accuracy,trust_multidimensional,gemini-2.5-pro,2,2,0,4.25,4.25,1.0606601717798212,1.11195,3.5,5,1.5,100,0.010606601717798212,0.0111195,0.015
Model accuracy,trust_post,gemini-2.5-pro,2,2,0,3.75,3.75,1.0606601717798212,1.11195,3,4.5,1.5,100,0.010606601717798212,0.0111195,0.015
Oil industry misinformation,trust_multidimensional,gemini-2.5-pro,2,2,0,5.25,5.25,1.0606601717798212,1.11195,4.5,6,1.5,100,0.010606601717798212,0.0111195,0.015
Social justice,behavior_mean,gemini-2.5-pro,2,2,0,0.25,0.25,1.0606601717798212,1.11195,-0.5,1,1.5,100,0.010606601717798212,0.0111195,0.015
High public trust,trust_post,gpt-5-mini,2,2,0,2.55,2.55,1.060660171779821,1.1119499999999998,1.8,3.3,1.4999999999999998,100,0.01060660171779821,0.011119499999999997,0.014999999999999998
Portrait Prof. Cherry,trust_post,claude-opus-4-6,2,2,0,1.275,1.275,1.0253048327204939,1.0748849999999999,0.55,2,1.45,100,0.01025304832720494,0.010748849999999999,0.014499999999999999
Interview Prof. Maraun,distrust_post,gemini-3.1-pro-preview,2,2,0,-2.075,-2.075,1.0253048327204937,1.0748849999999996,-2.8,-1.35,1.4499999999999997,100,0.010253048327204937,0.010748849999999997,0.014499999999999997
Extreme weather predictions,trust_post,gemini-2.5-pro,2,2,0,3.5,3.5,0.9899494936611668,1.0378200000000002,2.8,4.2,1.4000000000000004,100,0.009899494936611668,0.010378200000000002,0.014000000000000004
Portrait Prof. Cherry,trust_post,claude-haiku-4-5,2,2,0,5.2,5.2,0.9899494936611668,1.0378200000000002,4.5,5.9,1.4000000000000004,100,0.009899494936611668,0.010378200000000002,0.014000000000000004
Consensus,policy_general,gemini-2.5-pro,2,2,0,2.5,2.5,0.9899494936611667,1.03782,1.8,3.2,1.4000000000000001,100,0.009899494936611667,0.010378199999999999,0.014000000000000002
Corporate reliance,trust_post,claude-opus-4-6,2,2,0,2.3,2.3,0.9899494936611665,1.03782,1.6,3,1.4,100,0.009899494936611665,0.010378199999999999,0.013999999999999999
Extreme weather predictions,trust_post,claude-haiku-4-5,2,2,0,4.1,4.1,0.9899494936611665,1.03782,3.4,4.8,1.4,100,0.009899494936611665,0.010378199999999999,0.013999999999999999
High public trust,trust_multidimensional,gpt-5-mini,2,2,0,2.3,2.3,0.9899494936611665,1.03782,1.6,3,1.4,100,0.009899494936611665,0.010378199999999999,0.013999999999999999
Interview Prof. Sebille,trust_multidimensional,claude-opus-4-6,2,2,0,2.0999999999999996,2.0999999999999996,0.9899494936611665,1.03782,1.4,2.8,1.4,100,0.009899494936611665,0.010378199999999999,0.013999999999999999
Oil industry misinformation,policy_general,gemini-3.1-flash-lite,2,2,0,2.8,2.8,0.9899494936611665,1.03782,2.1,3.5,1.4,100,0.009899494936611665,0.010378199999999999,0.013999999999999999
Scientist community helpers,policy_role_mean,claude-opus-4-6,2,2,0,1.8,1.8,0.9899494936611665,1.03782,1.1,2.5,1.4,100,0.009899494936611665,0.010378199999999999,0.013999999999999999
Scientist community helpers,trust_multidimensional,gemini-3.1-flash-lite,2,2,0,2.8,2.8,0.9899494936611665,1.03782,2.1,3.5,1.4,100,0.009899494936611665,0.010378199999999999,0.013999999999999999
Measurement & modeling (1),trust_post,gemini-3.1-pro-preview,2,2,0,2.55,2.55,0.919238815542512,0.9636900000000002,1.9,3.2,1.3000000000000003,100,0.00919238815542512,0.009636900000000002,0.013000000000000003
Interview Prof. Maraun,distrust_post,claude-opus-4-6,2,2,0,-1.35,-1.35,0.9192388155425119,0.9636899999999999,-2,-0.7,1.3,100,0.009192388155425118,0.009636899999999999,0.013000000000000001
Interview Prof. Maraun,funding_perceptions,gpt-5-mini,2,2,0,1.85,1.85,0.9192388155425119,0.9636899999999999,1.2,2.5,1.3,100,0.009192388155425118,0.009636899999999999,0.013000000000000001
Interview Prof. Maraun,policy_role_mean,claude-opus-4-6,2,2,0,1.15,1.15,0.9192388155425119,0.9636899999999999,0.5,1.8,1.3,100,0.009192388155425118,0.009636899999999999,0.013000000000000001
Measurement & modeling (1),donation_ams,gpt-5-mini,2,2,0,0.185,0.185,0.09192388155425119,0.096369,0.12,0.25,0.13,10,0.009192388155425118,0.0096369,0.013000000000000001
Measurement & modeling (2),trust_multidimensional,claude-opus-4-6,2,2,0,1.35,1.35,0.9192388155425119,0.9636899999999999,0.7,2,1.3,100,0.009192388155425118,0.009636899999999999,0.013000000000000001
Model accuracy,donation_ams,gpt-5-mini,2,2,0,0.185,0.185,0.09192388155425119,0.096369,0.12,0.25,0.13,10,0.009192388155425118,0.0096369,0.013000000000000001
Portrait Prof. Cherry,policy_role_mean,claude-opus-4-6,2,2,0,1.15,1.15,0.9192388155425119,0.9636899999999999,0.5,1.8,1.3,100,0.009192388155425118,0.009636899999999999,0.013000000000000001
Corporate reliance,trust_multidimensional,claude-opus-4-6,2,2,0,2.15,2.15,0.9192388155425116,0.9636899999999998,1.5,2.8,1.2999999999999998,100,0.009192388155425116,0.009636899999999999,0.012999999999999998
Funding,distrust_post,claude-haiku-4-5,2,2,0,-3.85,-3.85,0.9192388155425116,0.9636899999999998,-4.5,-3.2,1.2999999999999998,100,0.009192388155425116,0.009636899999999999,0.012999999999999998
Funding,inst_trust_mean,claude-haiku-4-5,2,2,0,4.449999999999999,4.449999999999999,0.9192388155425116,0.9636899999999998,3.8,5.1,1.2999999999999998,100,0.009192388155425116,0.009636899999999999,0.012999999999999998
Interview Prof. Sebille,behavior_mean,claude-haiku-4-5,2,2,0,3.85,3.85,0.9192388155425116,0.9636899999999998,3.2,4.5,1.2999999999999998,100,0.009192388155425116,0.009636899999999999,0.012999999999999998
Interview Prof. Sebille,concern_mean,claude-haiku-4-5,2,2,0,5.15,5.15,0.9192388155425116,0.9636899999999998,4.5,5.8,1.2999999999999998,100,0.009192388155425116,0.009636899999999999,0.012999999999999998
Interview Prof. Sebille,policy_specific_mean,claude-haiku-4-5,2,2,0,4.15,4.15,0.9192388155425116,0.9636899999999998,3.5,4.8,1.2999999999999998,100,0.009192388155425116,0.009636899999999999,0.012999999999999998
Model accuracy,funding_perceptions,gemini-2.5-pro,2,2,0,2.15,2.15,0.9192388155425116,0.9636899999999998,1.5,2.8,1.2999999999999998,100,0.009192388155425116,0.009636899999999999,0.012999999999999998
Model accuracy,policy_specific_mean,claude-haiku-4-5,2,2,0,3.25,3.25,0.9192388155425116,0.9636899999999998,2.6,3.9,1.2999999999999998,100,0.009192388155425116,0.009636899999999999,0.012999999999999998
Oil industry misinformation,funding_perceptions,gemini-3.1-flash-lite,2,2,0,3.4499999999999997,3.4499999999999997,0.9192388155425116,0.9636899999999998,2.8,4.1,1.2999999999999998,100,0.009192388155425116,0.009636899999999999,0.012999999999999998
Oil industry misinformation,inst_trust_mean,gemini-3.1-flash-lite,2,2,0,2.15,2.15,0.9192388155425116,0.9636899999999998,1.5,2.8,1.2999999999999998,100,0.009192388155425116,0.009636899999999999,0.012999999999999998
Scientist community helpers,distrust_post,claude-haiku-4-5,2,2,0,-3.15,-3.15,0.9192388155425116,0.9636899999999998,-3.8,-2.5,1.2999999999999998,100,0.009192388155425116,0.009636899999999999,0.012999999999999998
Scientist community helpers,inst_trust_mean,claude-haiku-4-5,2,2,0,4.449999999999999,4.449999999999999,0.9192388155425116,0.9636899999999998,3.8,5.1,1.2999999999999998,100,0.009192388155425116,0.009636899999999999,0.012999999999999998
Scientist community helpers,trust_multidimensional,claude-opus-4-6,2,2,0,2.15,2.15,0.9192388155425116,0.9636899999999998,1.5,2.8,1.2999999999999998,100,0.009192388155425116,0.009636899999999999,0.012999999999999998
Portrait Prof. Cherry,distrust_post,claude-opus-4-6,2,2,0,-1.175,-1.175,0.8838834764831844,0.9266249999999999,-1.8,-0.55,1.25,100,0.008838834764831844,0.009266249999999998,0.0125
Extreme weather predictions,distrust_post,gemini-2.5-pro,2,2,0,-3.4,-3.4,0.8485281374238571,0.8895600000000001,-4,-2.8,1.2000000000000002,100,0.008485281374238571,0.008895600000000002,0.012000000000000002
Funding,concern_mean,gemini-3.1-flash-lite,2,2,0,1.2,1.2,0.8485281374238571,0.8895600000000001,0.6,1.8,1.2000000000000002,100,0.008485281374238571,0.008895600000000002,0.012000000000000002
High public trust,trust_post,claude-opus-4-6,2,2,0,2.9,2.9,0.8485281374238571,0.8895600000000001,2.3,3.5,1.2000000000000002,100,0.008485281374238571,0.008895600000000002,0.012000000000000002
Interview Prof. Sebille,distrust_post,gemini-2.5-pro,2,2,0,-3.4,-3.4,0.8485281374238571,0.8895600000000001,-4,-2.8,1.2000000000000002,100,0.008485281374238571,0.008895600000000002,0.012000000000000002
Interview Prof. Sebille,trust_post,gemini-2.5-pro,2,2,0,3.4,3.4,0.8485281374238571,0.8895600000000001,2.8,4,1.2000000000000002,100,0.008485281374238571,0.008895600000000002,0.012000000000000002
Measurement & modeling (1),inst_trust_mean,claude-haiku-4-5,2,2,0,3,3,0.8485281374238571,0.8895600000000001,2.4,3.6,1.2000000000000002,100,0.008485281374238571,0.008895600000000002,0.012000000000000002
Measurement & modeling (2),trust_post,claude-opus-4-6,2,2,0,1.2,1.2,0.8485281374238571,0.8895600000000001,0.6,1.8,1.2000000000000002,100,0.008485281374238571,0.008895600000000002,0.012000000000000002
Oil industry misinformation,distrust_post,claude-opus-4-6,2,2,0,-3.6,-3.6,0.8485281374238571,0.8895600000000001,-4.2,-3,1.2000000000000002,100,0.008485281374238571,0.008895600000000002,0.012000000000000002
Peer-review,distrust_post,claude-opus-4-6,2,2,0,-1.2,-1.2,0.8485281374238571,0.8895600000000001,-1.8,-0.6,1.2000000000000002,100,0.008485281374238571,0.008895600000000002,0.012000000000000002
Scientist community helpers,trust_multidimensional,gemini-2.5-pro,2,2,0,4.4,4.4,0.8485281374238571,0.8895600000000001,3.8,5,1.2000000000000002,100,0.008485281374238571,0.008895600000000002,0.012000000000000002
Scientist community helpers,trust_post,gemini-3.1-flash-lite,2,2,0,2.6,2.6,0.8485281374238571,0.8895600000000001,2,3.2,1.2000000000000002,100,0.008485281374238571,0.008895600000000002,0.012000000000000002
Corporate reliance,distrust_post,claude-opus-4-6,2,2,0,-1.9,-1.9,0.848528137423857,0.8895599999999999,-2.5,-1.3,1.2,100,0.00848528137423857,0.008895599999999998,0.012
Funding,policy_specific_mean,gpt-5-mini,2,2,0,0.09999999999999998,0.09999999999999998,0.848528137423857,0.8895599999999999,-0.5,0.7,1.2,100,0.00848528137423857,0.008895599999999998,0.012
Interview Prof. Maraun,donation_ams,gemini-2.5-pro,2,2,0,0.14,0.14,0.08485281374238571,0.08895600000000001,0.08,0.2,0.12000000000000001,10,0.008485281374238571,0.0088956,0.012
Measurement & modeling (1),distrust_post,claude-opus-4-6,2,2,0,-1.9,-1.9,0.848528137423857,0.8895599999999999,-2.5,-1.3,1.2,100,0.00848528137423857,0.008895599999999998,0.012
Portrait Prof. Cherry,funding_perceptions,claude-haiku-4-5,2,2,0,1.7999999999999998,1.7999999999999998,0.848528137423857,0.8895599999999999,1.2,2.4,1.2,100,0.00848528137423857,0.008895599999999998,0.012
Scientist community helpers,donation_ams,gemini-2.5-pro,2,2,0,0.14,0.14,0.08485281374238571,0.08895600000000001,0.08,0.2,0.12000000000000001,10,0.008485281374238571,0.0088956,0.012
Scientist community helpers,policy_specific_mean,claude-haiku-4-5,2,2,0,3.2,3.2,0.8485281374238568,0.8895599999999998,2.6,3.8,1.1999999999999997,100,0.008485281374238568,0.008895599999999998,0.011999999999999997
Corporate reliance,belief_post,claude-haiku-4-5,2,2,0,2.6500000000000004,2.6500000000000004,0.7778174593052023,0.81543,2.1,3.2,1.1,100,0.007778174593052023,0.0081543,0.011000000000000001
Former skeptics,concern_mean,gemini-2.5-pro,2,2,0,2.95,2.95,0.7778174593052023,0.81543,2.4,3.5,1.1,100,0.007778174593052023,0.0081543,0.011000000000000001
Former skeptics,distrust_post,gemini-2.5-pro,2,2,0,-3.6500000000000004,-3.6500000000000004,0.7778174593052023,0.81543,-4.2,-3.1,1.1,100,0.007778174593052023,0.0081543,0.011000000000000001
Funding,trust_multidimensional,gemini-3.1-flash-lite,2,2,0,1.6500000000000001,1.6500000000000001,0.7778174593052023,0.81543,1.1,2.2,1.1,100,0.007778174593052023,0.0081543,0.011000000000000001
High public trust,policy_role_mean,gpt-5-mini,2,2,0,1.45,1.45,0.7778174593052023,0.81543,0.9,2,1.1,100,0.007778174593052023,0.0081543,0.011000000000000001
Interview Prof. Sebille,belief_post,claude-haiku-4-5,2,2,0,2.6500000000000004,2.6500000000000004,0.7778174593052023,0.81543,2.1,3.2,1.1,100,0.007778174593052023,0.0081543,0.011000000000000001
Interview Prof. Sebille,funding_perceptions,claude-haiku-4-5,2,2,0,3.6500000000000004,3.6500000000000004,0.7778174593052023,0.81543,3.1,4.2,1.1,100,0.007778174593052023,0.0081543,0.011000000000000001
Measurement & modeling (2),belief_post,claude-haiku-4-5,2,2,0,2.6500000000000004,2.6500000000000004,0.7778174593052023,0.81543,2.1,3.2,1.1,100,0.007778174593052023,0.0081543,0.011000000000000001
Scientist community helpers,trust_post,claude-opus-4-6,2,2,0,1.95,1.95,0.7778174593052023,0.81543,1.4,2.5,1.1,100,0.007778174593052023,0.0081543,0.011000000000000001
Social justice,behavior_mean,gemini-3.1-pro-preview,2,2,0,0.04999999999999999,0.04999999999999999,0.7778174593052023,0.81543,-0.5,0.6,1.1,100,0.007778174593052023,0.0081543,0.011000000000000001
Social justice,policy_role_mean,gemini-3.1-flash-lite,2,2,0,1.6500000000000001,1.6500000000000001,0.7778174593052023,0.81543,1.1,2.2,1.1,100,0.007778174593052023,0.0081543,0.011000000000000001
Funding,trust_post,gemini-3.1-flash-lite,2,2,0,1.85,1.85,0.7778174593052022,0.8154299999999999,1.3,2.4,1.0999999999999999,100,0.007778174593052022,0.008154299999999998,0.011
Interview Prof. Sebille,trust_multidimensional,gemini-3.1-flash-lite,2,2,0,1.85,1.85,0.7778174593052022,0.8154299999999999,1.3,2.4,1.0999999999999999,100,0.007778174593052022,0.008154299999999998,0.011
Extreme weather predictions,trust_post,gemini-3.1-pro-preview,2,2,0,3.25,3.25,0.7778174593052021,0.8154299999999997,2.7,3.8,1.0999999999999996,100,0.00777817459305202,0.008154299999999996,0.010999999999999996
Interview Prof. Maraun,trust_multidimensional,gemini-3.1-pro-preview,2,2,0,2.475,2.475,0.7424621202458749,0.778365,1.95,3,1.05,100,0.007424621202458749,0.00778365,0.0105
Interview Prof. Maraun,trust_post,gemini-3.1-pro-preview,2,2,0,2.075,2.075,0.7424621202458749,0.778365,1.55,2.6,1.05,100,0.007424621202458749,0.00778365,0.0105
Portrait Prof. Cherry,belief_post,claude-opus-4-6,2,2,0,0.975,0.975,0.7424621202458749,0.7783649999999999,0.45,1.5,1.05,100,0.007424621202458749,0.007783649999999999,0.0105
Former skeptics,newsletter_signup,gemini-2.5-pro,2,2,0,0.02,0.02,0.007071067811865477,0.007413000000000001,0.015,0.025,0.010000000000000002,1,0.007071067811865477,0.007413000000000001,0.010000000000000002
Interview Prof. Sebille,trust_post,gemini-3.1-flash-lite,2,2,0,1.7000000000000002,1.7000000000000002,0.7071067811865477,0.7413000000000001,1.2,2.2,1.0000000000000002,100,0.007071067811865477,0.007413,0.010000000000000002
